"","InvoiceNo","InvoiceDate","Country","Location"
"85573",543480,"08/02/2011 15:48","United Kingdom",""
"85576",543481,"08/02/2011 16:25","United Kingdom",""
"85595",543482,"08/02/2011 17:16","United Kingdom",""
"85603",543483,"09/02/2011 09:10","United Kingdom",""
"85608",543484,"09/02/2011 10:11","France",""
"85635",543485,"09/02/2011 10:19","United Kingdom",""
"85643",543486,"09/02/2011 10:24","United Kingdom",""
"85670",543487,"09/02/2011 10:25","United Kingdom",""
"85681",543492,"09/02/2011 10:41","Germany",""
"85694",543507,"09/02/2011 10:49","United Kingdom",""
"85719",543518,"09/02/2011 11:21","Japan",""
"85767",543519,"09/02/2011 11:38","United Kingdom",""
"85787",543520,"09/02/2011 11:43","United Kingdom",""
"85788",543521,"09/02/2011 11:49","United Kingdom",""
"85789",543523,"09/02/2011 12:07","United Kingdom",""
"85792",543527,"09/02/2011 12:08","United Kingdom",""
"85803",543529,"09/02/2011 12:16","United Kingdom",""
"85812",543530,"09/02/2011 12:46","United Kingdom",""
"85950",543532,"09/02/2011 12:59","United Kingdom",""
"86019",543533,"09/02/2011 13:00","United Kingdom",""
"86085",543534,"09/02/2011 13:25","United Kingdom",""
"86098",543535,"09/02/2011 13:37","United Kingdom",""
"86159",543536,"09/02/2011 13:41","United Kingdom",""
"86170",543537,"09/02/2011 13:50","Belgium",""
"86175",543538,"09/02/2011 13:57","United Kingdom",""
"86200",543539,"09/02/2011 14:18","United Kingdom",""
"86211",543540,"09/02/2011 14:44","United Kingdom",""
"86219",543541,"09/02/2011 14:44","Spain",""
"86259",543542,"09/02/2011 15:25","United Kingdom",""
"86273",543543,"09/02/2011 15:33","United Kingdom",""
"86310",543544,"09/02/2011 15:39","United Kingdom",""
"86323",543545,"09/02/2011 15:50","United Kingdom",""
"86324",543546,"09/02/2011 16:52","United Kingdom",""
"86465",543547,"09/02/2011 16:57","United Kingdom",""
"86482",543548,"10/02/2011 09:21","United Kingdom",""
"86502",543549,"10/02/2011 09:29","United Kingdom",""
"86507",543550,"10/02/2011 09:43","Germany",""
"86513",543551,"10/02/2011 10:00","United Kingdom",""
"86514",543552,"10/02/2011 10:05","United Kingdom",""
"86515",543553,"10/02/2011 10:08","United Kingdom",""
"86529",543554,"10/02/2011 10:17","United Kingdom",""
"86541",543555,"10/02/2011 10:18","United Kingdom",""
"86609",543565,"10/02/2011 10:40","United Kingdom",""
"86626",543586,"10/02/2011 11:16","United Kingdom",""
"86639",543587,"10/02/2011 11:39","Germany",""
"86655",543588,"10/02/2011 11:40","United Kingdom",""
"86660",543589,"10/02/2011 11:41","United Kingdom",""
"86662",543590,"10/02/2011 11:44","United Kingdom",""
"86681",543591,"10/02/2011 11:46","United Kingdom",""
"86686",543592,"10/02/2011 11:57","United Kingdom",""
"86700",543593,"10/02/2011 12:13","United Kingdom",""
"86707",543594,"10/02/2011 12:15","United Kingdom",""
"86726",543595,"10/02/2011 12:19","United Kingdom",""
"86729",543596,"10/02/2011 12:21","United Kingdom",""
"86738",543597,"10/02/2011 12:32","United Kingdom",""
"86772",543598,"10/02/2011 13:06","United Kingdom",""
"86790",543599,"10/02/2011 13:08","United Kingdom",""
"86791",543600,"10/02/2011 13:19","United Kingdom",""
"86818",543601,"10/02/2011 13:27","United Kingdom",""
"86822",543602,"10/02/2011 13:34","United Kingdom",""
"86836",543603,"10/02/2011 13:40","United Kingdom",""
"86843",543604,"10/02/2011 13:54","United Kingdom",""
"86861",543605,"10/02/2011 14:11","United Kingdom",""
"86862",543606,"10/02/2011 14:13","United Kingdom",""
"86864",543607,"10/02/2011 14:13","United Kingdom",""
"86865",543608,"10/02/2011 14:15","United Kingdom",""
"86866",543609,"10/02/2011 14:17","United Kingdom",""
"86868",543610,"10/02/2011 14:30","United Kingdom",""
"86889",543611,"10/02/2011 14:38","United Kingdom",""
"86904",543612,"10/02/2011 14:46","United Kingdom",""
"86906",543618,"10/02/2011 14:49","United Kingdom",""
"86914",543619,"10/02/2011 14:51","United Kingdom",""
"86944",543620,"10/02/2011 14:52","United Kingdom",""
"86945",543622,"10/02/2011 14:59","United Kingdom",""
"86946",543621,"10/02/2011 14:59","United Kingdom",""
"86949",543623,"10/02/2011 15:24","United Kingdom",""
"86951",543624,"10/02/2011 15:33","United Kingdom",""
"86952",543625,"10/02/2011 15:38","France",""
"86965",543626,"10/02/2011 15:40","United Kingdom",""
"86984",543627,"10/02/2011 15:50","United Kingdom",""
"86985",543628,"10/02/2011 15:51","United Kingdom",""
"86987",543629,"10/02/2011 15:55","United Kingdom",""
"87047",543630,"10/02/2011 16:01","United Kingdom",""
"87058",543631,"10/02/2011 16:17","United Kingdom",""
"87142",543632,"10/02/2011 16:22","United Kingdom",""
"87143",543633,"10/02/2011 16:24","United Kingdom",""
"87147",543634,"10/02/2011 16:31","United Kingdom",""
"87149",543635,"10/02/2011 16:33","United Kingdom",""
"87150",543636,"10/02/2011 16:34","United Kingdom",""
"87151",543637,"10/02/2011 16:35","United Kingdom",""
"87152",543638,"10/02/2011 16:40","United Kingdom",""
"87157",543639,"10/02/2011 16:52","United Kingdom",""
"87176",543640,"10/02/2011 17:06","United Kingdom",""
"87177",543641,"10/02/2011 17:19","United Kingdom",""
"87193",543642,"10/02/2011 17:40","United Kingdom",""
"87212",543643,"10/02/2011 17:44","United Kingdom",""
"87219",543644,"10/02/2011 17:50","United Kingdom",""
"87220",543645,"10/02/2011 17:54","United Kingdom",""
"87239",543646,"10/02/2011 19:44","United Kingdom",""
"87250",543647,"10/02/2011 19:49","United Kingdom",""
"87267",543648,"11/02/2011 08:45","United Kingdom",""
"87284",543649,"11/02/2011 09:11","United Kingdom",""
"87286",543650,"11/02/2011 09:17","United Kingdom",""
"87288",543651,"11/02/2011 10:06","United Kingdom",""
"87307",543652,"11/02/2011 10:15","United Kingdom",""
"87341",543653,"11/02/2011 10:26","United Kingdom",""
"87405",543654,"11/02/2011 10:29","United Kingdom",""
"87406",543655,"11/02/2011 10:30","United Kingdom",""
"87407",543656,"11/02/2011 10:30","United Kingdom",""
"87408",543657,"11/02/2011 10:38","United Kingdom",""
"87418",543658,"11/02/2011 10:38","United Kingdom",""
"87430",543660,"11/02/2011 10:40","United Kingdom",""
"87596",543659,"11/02/2011 10:40","United Kingdom",""
"87598",543661,"11/02/2011 10:41","Germany",""
"87604",543662,"11/02/2011 10:49","United Kingdom",""
"87605",543663,"11/02/2011 10:50","United Kingdom",""
"87606",543664,"11/02/2011 10:57","United Kingdom",""
"87616",543668,"11/02/2011 11:17","United Kingdom",""
"87632",543669,"11/02/2011 11:22","United Kingdom",""
"87633",543670,"11/02/2011 11:23","United Kingdom",""
"87635",543671,"11/02/2011 11:24","United Kingdom",""
"87637",543672,"11/02/2011 11:25","United Kingdom",""
"87638",543673,"11/02/2011 11:28","United Kingdom",""
"87640",543674,"11/02/2011 11:28","United Kingdom",""
"87643",543675,"11/02/2011 11:31","United Kingdom",""
"87644",543688,"11/02/2011 11:36","United Kingdom",""
"87646",543691,"11/02/2011 11:38","United Kingdom",""
"87647",543693,"11/02/2011 11:40","United Kingdom",""
"87649",543706,"11/02/2011 11:44","United Kingdom",""
"87650",543713,"11/02/2011 11:46","United Kingdom",""
"87755",543729,"11/02/2011 11:55","United Kingdom",""
"87756",543730,"11/02/2011 11:57","United Kingdom",""
"87760",543731,"11/02/2011 11:57","United Kingdom",""
"87775",543732,"11/02/2011 12:02","United Kingdom",""
"87834",543733,"11/02/2011 12:16","Belgium",""
"87848",543734,"11/02/2011 12:22","United Kingdom",""
"87871",543735,"11/02/2011 12:32","United Kingdom",""
"87881",543736,"11/02/2011 12:36","United Kingdom",""
"87911",543737,"11/02/2011 12:45","Germany",""
"87963",543738,"11/02/2011 12:48","United Kingdom",""
"87964",543739,"11/02/2011 12:49","United Kingdom",""
"87976",543740,"11/02/2011 13:36","United Kingdom",""
"87999",543741,"11/02/2011 13:37","United Kingdom",""
"88000",543742,"11/02/2011 13:38","United Kingdom",""
"88001",543743,"11/02/2011 13:39","Italy",""
"88002",543744,"11/02/2011 13:43","United Kingdom",""
"88005",543745,"11/02/2011 13:46","United Kingdom",""
"88008",543746,"11/02/2011 13:50","United Kingdom",""
"88019",543747,"11/02/2011 13:53","United Kingdom",""
"88022",543748,"11/02/2011 13:54","United Kingdom",""
"88029",543749,"11/02/2011 13:55","United Kingdom",""
"88030",543750,"11/02/2011 13:59","United Kingdom",""
"88031",543751,"11/02/2011 14:00","United Kingdom",""
"88033",543752,"11/02/2011 14:12","United Kingdom",""
"88034",543753,"11/02/2011 14:15","United Kingdom",""
"88035",543754,"11/02/2011 14:26","United Kingdom",""
"88058",543755,"11/02/2011 14:48","United Kingdom",""
"88068",543756,"11/02/2011 14:50","United Kingdom",""
"88071",543757,"11/02/2011 15:05","United Kingdom",""
"88072",543758,"11/02/2011 15:07","United Kingdom",""
"88073",543759,"11/02/2011 15:12","United Kingdom",""
"88085",543760,"11/02/2011 15:12","United Kingdom",""
"88087",543761,"11/02/2011 15:13","United Kingdom",""
"88088",543762,"11/02/2011 15:14","United Kingdom",""
"88091",543763,"11/02/2011 15:14","United Kingdom",""
"88093",543764,"11/02/2011 15:16","United Kingdom",""
"88097",543765,"11/02/2011 15:16","United Kingdom",""
"88098",543766,"11/02/2011 15:18","United Kingdom",""
"88099",543767,"11/02/2011 15:19","United Kingdom",""
"88101",543768,"11/02/2011 15:20","United Kingdom",""
"88103",543769,"11/02/2011 15:22","United Kingdom",""
"88104",543770,"11/02/2011 15:39","United Kingdom",""
"88128",543771,"11/02/2011 15:43","United Kingdom",""
"88130",543772,"11/02/2011 15:43","United Kingdom",""
"88131",543773,"11/02/2011 15:47","Switzerland",""
"88133",543774,"11/02/2011 15:56","United Kingdom",""
"88153",543775,"11/02/2011 16:10","United Kingdom",""
"88154",543776,"11/02/2011 16:12","United Kingdom",""
"88155",543777,"11/02/2011 16:19","United Kingdom",""
"88198",543778,"11/02/2011 16:30","United Kingdom",""
"88199",543779,"11/02/2011 16:32","United Kingdom",""
"88201",543780,"11/02/2011 16:34","United Kingdom",""
"88202",543781,"11/02/2011 16:36","United Kingdom",""
"88203",543782,"11/02/2011 16:36","United Kingdom",""
"88204",543783,"11/02/2011 16:45","United Kingdom",""
"88205",543784,"11/02/2011 16:59","United Kingdom",""
"88206",543785,"11/02/2011 17:01","United Kingdom",""
"88207",543786,"11/02/2011 17:01","United Kingdom",""
"88208",543787,"11/02/2011 17:05","United Kingdom",""
"88209",543788,"11/02/2011 17:06","United Kingdom",""
"88211",543789,"11/02/2011 17:10","United Kingdom",""
"88214",543790,"11/02/2011 17:12","United Kingdom",""
"88216",543791,"11/02/2011 17:13","United Kingdom",""
"88220",543792,"11/02/2011 17:14","United Kingdom",""
"88223",543796,"11/02/2011 17:31","United Kingdom",""
"88224",543797,"13/02/2011 10:24","United Kingdom",""
"88233",543798,"13/02/2011 11:13","United Kingdom",""
"88249",543799,"13/02/2011 11:22","United Kingdom",""
"88254",543800,"13/02/2011 11:36","United Kingdom",""
"88338",543801,"13/02/2011 11:52","United Kingdom",""
"88347",543802,"13/02/2011 12:03","United Kingdom",""
"88418",543803,"13/02/2011 12:05","United Kingdom",""
"88480",543804,"13/02/2011 12:17","United Kingdom",""
"88506",543805,"13/02/2011 12:41","United Kingdom",""
"88525",543806,"13/02/2011 12:48","United Kingdom",""
"88556",543807,"13/02/2011 13:15","United Kingdom",""
"88568",543808,"13/02/2011 13:22","United Kingdom",""
"88597",543809,"13/02/2011 13:52","United Kingdom",""
"88615",543810,"13/02/2011 14:16","United Kingdom",""
"88638",543811,"13/02/2011 14:28","United Kingdom",""
"88640",543812,"13/02/2011 14:40","United Kingdom",""
"88705",543813,"13/02/2011 15:02","United Kingdom",""
"88712",543814,"13/02/2011 15:17","United Kingdom",""
"88737",543815,"13/02/2011 15:18","United Kingdom",""
"88775",543816,"13/02/2011 15:26","United Kingdom",""
"88797",543817,"13/02/2011 15:28","United Kingdom",""
"88800",543818,"13/02/2011 15:45","United Kingdom",""
"88807",543819,"13/02/2011 16:04","United Kingdom",""
"88810",543820,"13/02/2011 16:05","United Kingdom",""
"88848",543821,"14/02/2011 09:24","United Kingdom",""
"88901",543822,"14/02/2011 09:24","Spain",""
"88914",543823,"14/02/2011 09:27","United Kingdom",""
"88918",543824,"14/02/2011 09:31","United Kingdom",""
"88930",543825,"14/02/2011 09:33","United Kingdom",""
"88937",543826,"14/02/2011 09:41","United Kingdom",""
"89119",543827,"14/02/2011 09:44","United Kingdom",""
"89120",543828,"14/02/2011 09:45","EIRE",""
"89196",543829,"14/02/2011 09:47","United Kingdom",""
"89211",543830,"14/02/2011 09:54","Germany",""
"89214",543831,"14/02/2011 09:57","United Kingdom",""
"89224",543832,"14/02/2011 10:10","United Kingdom",""
"89248",543833,"14/02/2011 10:24","Germany",""
"89256",543834,"14/02/2011 10:24","France",""
"89257",543835,"14/02/2011 10:40","United Kingdom",""
"89258",543836,"14/02/2011 10:52","United Kingdom",""
"89273",543837,"14/02/2011 10:56","United Kingdom",""
"89278",543838,"14/02/2011 10:59","United Kingdom",""
"89280",543839,"14/02/2011 11:08","United Kingdom",""
"89283",543840,"14/02/2011 11:19","United Kingdom",""
"89284",543841,"14/02/2011 11:20","United Kingdom",""
"89285",543842,"14/02/2011 11:22","United Kingdom",""
"89286",543852,"14/02/2011 11:57","United Kingdom",""
"89295",543899,"14/02/2011 12:11","EIRE",""
"89333",543900,"14/02/2011 12:11","Germany",""
"89363",543901,"14/02/2011 12:13","United Kingdom",""
"89369",543907,"14/02/2011 12:16","United Kingdom",""
"89389",543908,"14/02/2011 12:28","United Kingdom",""
"89392",543909,"14/02/2011 12:32","United Kingdom",""
"89548",543910,"14/02/2011 12:36","United Kingdom",""
"89571",543911,"14/02/2011 12:46","United Arab Emirates",""
"89601",543912,"14/02/2011 12:53","United Kingdom",""
"89606",543913,"14/02/2011 13:11","United Kingdom",""
"89626",543914,"14/02/2011 13:19","United Kingdom",""
"89635",543915,"14/02/2011 13:21","United Kingdom",""
"89656",543916,"14/02/2011 13:22","United Kingdom",""
"89663",543917,"14/02/2011 13:40","United Kingdom",""
"89664",543918,"14/02/2011 13:42","United Kingdom",""
"89665",543919,"14/02/2011 14:03","United Kingdom",""
"89676",543920,"14/02/2011 14:12","United Kingdom",""
"89677",543921,"14/02/2011 14:13","United Kingdom",""
"89692",543922,"14/02/2011 14:13","United Kingdom",""
"89693",543923,"14/02/2011 14:14","United Kingdom",""
"89701",543924,"14/02/2011 14:14","United Kingdom",""
"89722",543934,"14/02/2011 14:29","United Kingdom",""
"89730",543935,"14/02/2011 14:39","United Kingdom",""
"89737",543973,"14/02/2011 15:15","United Kingdom",""
"89781",543972,"14/02/2011 15:15","United Kingdom",""
"89782",543974,"14/02/2011 15:20","United Kingdom",""
"89784",543975,"14/02/2011 15:23","United Kingdom",""
"89826",543976,"14/02/2011 15:26","United Kingdom",""
"89830",543977,"14/02/2011 15:35","United Kingdom",""
"89855",543978,"14/02/2011 15:37","United Kingdom",""
"89916",543979,"14/02/2011 15:43","United Kingdom",""
"89955",543980,"14/02/2011 16:39","United Kingdom",""
"89956",543981,"15/02/2011 08:18","United Kingdom",""
"89982",543982,"15/02/2011 08:21","United Kingdom",""
"89994",543983,"15/02/2011 09:20","United Kingdom",""
"90005",543984,"15/02/2011 09:35","United Kingdom",""
"90034",543985,"15/02/2011 09:44","United Kingdom",""
"90156",543986,"15/02/2011 09:46","United Kingdom",""
"90157",543987,"15/02/2011 09:49","United Kingdom",""
"90166",543988,"15/02/2011 09:50","United Kingdom",""
"90167",543989,"15/02/2011 09:52","Australia",""
"90236",543990,"15/02/2011 09:59","United Kingdom",""
"90260",543991,"15/02/2011 10:17","United Kingdom",""
"90263",543992,"15/02/2011 10:29","France",""
"90264",543993,"15/02/2011 10:40","United Kingdom",""
"90282",543994,"15/02/2011 10:41","United Kingdom",""
"90286",543995,"15/02/2011 10:45","United Kingdom",""
"90298",543996,"15/02/2011 10:46","United Kingdom",""
"90324",543997,"15/02/2011 10:49","United Kingdom",""
"90360",543998,"15/02/2011 10:52","United Kingdom",""
"90364",544034,"15/02/2011 11:28","United Kingdom",""
"90370",544035,"15/02/2011 11:30","United Kingdom",""
"90391",544036,"15/02/2011 11:30","United Kingdom",""
"90393",544037,"15/02/2011 11:31","United Kingdom",""
"90444",544038,"15/02/2011 11:32","United Kingdom",""
"90448",544039,"15/02/2011 11:33","United Kingdom",""
"90451",544040,"15/02/2011 11:40","United Kingdom",""
"90502",544041,"15/02/2011 11:50","United Kingdom",""
"90519",544042,"15/02/2011 11:52","United Kingdom",""
"90534",544043,"15/02/2011 11:58","United Kingdom",""
"90535",544044,"15/02/2011 12:05","United Kingdom",""
"90549",544045,"15/02/2011 12:12","United Kingdom",""
"90557",544046,"15/02/2011 12:34","United Kingdom",""
"90558",544047,"15/02/2011 12:36","United Kingdom",""
"90559",544049,"15/02/2011 12:39","United Kingdom",""
"90560",544051,"15/02/2011 12:40","United Kingdom",""
"90587",544054,"15/02/2011 12:41","United Kingdom",""
"90588",544055,"15/02/2011 12:48","United Kingdom",""
"90599",544056,"15/02/2011 12:48","United Kingdom",""
"90618",544057,"15/02/2011 12:55","United Kingdom",""
"90620",544058,"15/02/2011 12:56","United Kingdom",""
"90636",544059,"15/02/2011 13:00","United Kingdom",""
"90654",544060,"15/02/2011 13:08","United Kingdom",""
"90669",544061,"15/02/2011 13:12","United Kingdom",""
"90671",544062,"15/02/2011 13:19","United Kingdom",""
"90698",544063,"15/02/2011 13:37","United Kingdom",""
"90699",544064,"15/02/2011 13:50","United Kingdom",""
"90718",544065,"15/02/2011 13:52","United Kingdom",""
"90735",544066,"15/02/2011 13:53","United Kingdom",""
"90740",544067,"15/02/2011 14:02","United Kingdom",""
"90760",544068,"15/02/2011 14:08","United Kingdom",""
"90790",544069,"15/02/2011 14:17","France",""
"90801",544070,"15/02/2011 14:19","United Kingdom",""
"90829",544071,"15/02/2011 14:30","United Kingdom",""
"90859",544072,"15/02/2011 14:32","United Kingdom",""
"90860",544073,"15/02/2011 14:44","Channel Islands",""
"90870",544074,"15/02/2011 14:49","EIRE",""
"90980",544075,"15/02/2011 14:50","EIRE",""
"91003",544076,"15/02/2011 15:00","United Kingdom",""
"91005",544077,"15/02/2011 15:04","United Kingdom",""
"91039",544078,"15/02/2011 15:41","United Kingdom",""
"91040",544079,"15/02/2011 15:44","United Kingdom",""
"91041",544080,"15/02/2011 15:46","United Kingdom",""
"91042",544081,"15/02/2011 15:49","United Kingdom",""
"91055",544082,"15/02/2011 15:50","United Kingdom",""
"91057",544083,"15/02/2011 15:51","United Kingdom",""
"91067",544084,"15/02/2011 16:27","United Kingdom",""
"91072",544085,"15/02/2011 16:49","United Kingdom",""
"91073",544086,"15/02/2011 16:49","United Kingdom",""
"91074",544087,"15/02/2011 17:02","United Kingdom",""
"91144",544088,"15/02/2011 17:18","United Kingdom",""
"91146",544089,"15/02/2011 17:51","United Kingdom",""
"91291",544090,"16/02/2011 08:15","United Kingdom",""
"91302",544091,"16/02/2011 08:37","United Kingdom",""
"91312",544092,"16/02/2011 09:03","United Kingdom",""
"91318",544093,"16/02/2011 09:08","United Kingdom",""
"91325",544094,"16/02/2011 09:11","United Kingdom",""
"91351",544095,"16/02/2011 09:25","United Kingdom",""
"91364",544096,"16/02/2011 09:45","United Kingdom",""
"91371",544097,"16/02/2011 09:56","Cyprus",""
"91412",544098,"16/02/2011 10:04","United Kingdom",""
"91444",544099,"16/02/2011 10:17","United Kingdom",""
"91445",544100,"16/02/2011 10:25","United Kingdom",""
"91464",544101,"16/02/2011 10:32","United Kingdom",""
"91474",544102,"16/02/2011 10:32","United Kingdom",""
"91488",544103,"16/02/2011 10:33","United Kingdom",""
"91499",544104,"16/02/2011 10:34","United Kingdom",""
"91500",544105,"16/02/2011 10:38","United Kingdom",""
"91524",544106,"16/02/2011 10:47","United Kingdom",""
"91569",544107,"16/02/2011 10:50","United Kingdom",""
"91581",544108,"16/02/2011 10:53","Israel",""
"91597",544109,"16/02/2011 10:56","United Kingdom",""
"91607",544110,"16/02/2011 11:03","United Kingdom",""
"91636",544111,"16/02/2011 11:18","United Kingdom",""
"91658",544112,"16/02/2011 11:37","United Kingdom",""
"91688",544115,"16/02/2011 11:45","France",""
"91736",544117,"16/02/2011 11:48","France",""
"91737",544118,"16/02/2011 11:49","United Kingdom",""
"91738",544125,"16/02/2011 11:53","United Kingdom",""
"91741",544129,"16/02/2011 11:54","United Kingdom",""
"91747",544143,"16/02/2011 11:58","United Kingdom",""
"91749",544147,"16/02/2011 11:59","United Kingdom",""
"91752",544150,"16/02/2011 11:59","United Kingdom",""
"91759",544151,"16/02/2011 12:02","United Kingdom",""
"91773",544152,"16/02/2011 12:10","United Kingdom",""
"91774",544153,"16/02/2011 12:11","United Kingdom",""
"91816",544154,"16/02/2011 12:13","United Kingdom",""
"91817",544155,"16/02/2011 12:15","United Kingdom",""
"91818",544156,"16/02/2011 12:33","Norway",""
"91833",544157,"16/02/2011 12:46","Denmark",""
"91853",544158,"16/02/2011 12:47","United Kingdom",""
"91859",544159,"16/02/2011 12:48","United Kingdom",""
"91881",544160,"16/02/2011 12:49","United Kingdom",""
"91931",544161,"16/02/2011 12:59","United Kingdom",""
"91953",544162,"16/02/2011 13:00","United Kingdom",""
"91975",544163,"16/02/2011 13:02","United Kingdom",""
"91977",544164,"16/02/2011 13:02","United Kingdom",""
"91983",544165,"16/02/2011 13:11","United Kingdom",""
"91999",544166,"16/02/2011 13:14","United Kingdom",""
"92003",544167,"16/02/2011 13:14","United Kingdom",""
"92030",544168,"16/02/2011 13:16","United Kingdom",""
"92032",544169,"16/02/2011 13:44","United Kingdom",""
"92045",544170,"16/02/2011 14:01","United Kingdom",""
"92046",544171,"16/02/2011 14:13","United Kingdom",""
"92048",544174,"16/02/2011 14:13","United Kingdom",""
"92049",544176,"16/02/2011 14:18","United Kingdom",""
"92055",544177,"16/02/2011 14:27","United Kingdom",""
"92151",544178,"16/02/2011 14:40","United Kingdom",""
"92157",544179,"16/02/2011 14:44","United Kingdom",""
"92174",544180,"16/02/2011 14:48","United Kingdom",""
"92182",544181,"16/02/2011 14:56","United Kingdom",""
"92209",544182,"16/02/2011 15:13","United Kingdom",""
"92224",544183,"16/02/2011 15:43","United Kingdom",""
"92227",544184,"16/02/2011 15:47","United Kingdom",""
"92228",544185,"16/02/2011 15:51","United Kingdom",""
"92229",544186,"16/02/2011 15:55","United Kingdom",""
"92413",544187,"16/02/2011 16:31","United Kingdom",""
"92428",544189,"16/02/2011 16:40","United Kingdom",""
"92436",544190,"16/02/2011 16:56","United Kingdom",""
"92451",544191,"16/02/2011 16:57","United Kingdom",""
"92481",544192,"16/02/2011 16:58","United Kingdom",""
"92482",544193,"17/02/2011 08:23","Belgium",""
"92519",544194,"17/02/2011 08:40","United Kingdom",""
"92531",544195,"17/02/2011 08:58","United Kingdom",""
"92537",544196,"17/02/2011 09:47","United Kingdom",""
"92542",544197,"17/02/2011 09:52","United Kingdom",""
"92545",544198,"17/02/2011 09:53","United Kingdom",""
"92548",544199,"17/02/2011 10:04","United Kingdom",""
"92554",544200,"17/02/2011 10:08","France",""
"92570",544201,"17/02/2011 10:11","United Kingdom",""
"92639",544202,"17/02/2011 10:29","United Kingdom",""
"92688",544203,"17/02/2011 10:30","Belgium",""
"92715",544204,"17/02/2011 10:30","United Kingdom",""
"92756",544205,"17/02/2011 10:31","United Kingdom",""
"92821",544206,"17/02/2011 10:33","United Kingdom",""
"92874",544207,"17/02/2011 10:34","United Kingdom",""
"92923",544208,"17/02/2011 10:34","United Kingdom",""
"92959",544209,"17/02/2011 10:51","United Kingdom",""
"92971",544210,"17/02/2011 11:01","EIRE",""
"92985",544211,"17/02/2011 11:05","United Kingdom",""
"93003",544214,"17/02/2011 11:19","United Kingdom",""
"93115",544271,"17/02/2011 11:46","United Kingdom",""
"93129",544277,"17/02/2011 11:58","United Kingdom",""
"93136",544278,"17/02/2011 12:01","United Kingdom",""
"93201",544279,"17/02/2011 12:03","United Kingdom",""
"93202",544280,"17/02/2011 12:21","United Kingdom",""
"93217",544281,"17/02/2011 12:23","Germany",""
"93222",544282,"17/02/2011 12:24","United Kingdom",""
"93241",544283,"17/02/2011 12:27","United Kingdom",""
"93258",544286,"17/02/2011 12:29","United Kingdom",""
"93332",544292,"17/02/2011 12:33","United Kingdom",""
"93360",544293,"17/02/2011 12:42","United Kingdom",""
"93421",544294,"17/02/2011 12:42","United Kingdom",""
"93457",544295,"17/02/2011 12:43","United Kingdom",""
"93515",544296,"17/02/2011 12:47","United Kingdom",""
"93517",544297,"17/02/2011 12:48","United Kingdom",""
"93519",544298,"17/02/2011 12:51","United Kingdom",""
"93540",544299,"17/02/2011 12:55","United Kingdom",""
"93565",544300,"17/02/2011 12:56","United Kingdom",""
"93566",544301,"17/02/2011 12:59","United Kingdom",""
"93590",544302,"17/02/2011 13:16","Germany",""
"93601",544303,"17/02/2011 13:28","United Kingdom",""
"93642",544304,"17/02/2011 13:47","United Kingdom",""
"93684",544305,"17/02/2011 13:54","United Kingdom",""
"93697",544306,"17/02/2011 13:57","United Kingdom",""
"93710",544307,"17/02/2011 14:04","United Kingdom",""
"93726",544308,"17/02/2011 14:11","United Kingdom",""
"93730",544309,"17/02/2011 14:17","United Kingdom",""
"93759",544311,"17/02/2011 14:19","United Kingdom",""
"93808",544310,"17/02/2011 14:19","United Kingdom",""
"93809",544312,"17/02/2011 14:26","United Kingdom",""
"93811",544313,"17/02/2011 14:36","United Kingdom",""
"93828",544314,"17/02/2011 14:42","United Kingdom",""
"93842",544315,"17/02/2011 14:42","United Kingdom",""
"93856",544316,"17/02/2011 14:49","United Kingdom",""
"93899",544317,"17/02/2011 14:51","United Kingdom",""
"93907",544318,"17/02/2011 15:02","United Kingdom",""
"93908",544319,"17/02/2011 15:03","United Kingdom",""
"93925",544320,"17/02/2011 15:40","United Kingdom",""
"93926",544321,"17/02/2011 15:42","United Kingdom",""
"93927",544322,"17/02/2011 15:50","United Kingdom",""
"93932",544323,"17/02/2011 15:51","United Kingdom",""
"94103",544324,"17/02/2011 16:08","United Kingdom",""
"94107",544325,"17/02/2011 16:23","United Kingdom",""
"94108",544326,"17/02/2011 16:24","United Kingdom",""
"94111",544328,"17/02/2011 16:35","United Kingdom",""
"94115",544329,"17/02/2011 16:43","United Kingdom",""
"94118",544330,"17/02/2011 16:59","United Kingdom",""
"94140",544331,"17/02/2011 17:05","Cyprus",""
"94141",544332,"17/02/2011 17:34","United Kingdom",""
"94155",544333,"17/02/2011 17:39","United Kingdom",""
"94156",544334,"17/02/2011 19:16","United Kingdom",""
"94157",544335,"17/02/2011 19:21","United Kingdom",""
"94170",544336,"17/02/2011 19:36","United Kingdom",""
"94201",544337,"18/02/2011 08:34","United Kingdom",""
"94228",544338,"18/02/2011 08:47","United Kingdom",""
"94245",544339,"18/02/2011 09:04","United Kingdom",""
"94277",544340,"18/02/2011 09:41","Germany",""
"94282",544341,"18/02/2011 09:43","United Kingdom",""
"94301",544342,"18/02/2011 09:44","United Kingdom",""
"94302",544343,"18/02/2011 09:45","United Kingdom",""
"94303",544344,"18/02/2011 09:47","United Kingdom",""
"94304",544345,"18/02/2011 09:49","United Kingdom",""
"94305",544346,"18/02/2011 09:50","United Kingdom",""
"94306",544347,"18/02/2011 09:51","United Kingdom",""
"94307",544348,"18/02/2011 09:52","United Kingdom",""
"94308",544349,"18/02/2011 10:03","United Kingdom",""
"94322",544350,"18/02/2011 10:07","United Kingdom",""
"94324",544351,"18/02/2011 10:11","United Kingdom",""
"94328",544352,"18/02/2011 10:16","United Kingdom",""
"94343",544353,"18/02/2011 10:32","United Kingdom",""
